"DaysSince";"NumberOfRooms";"Address";"GlobalId";"Price";"AgentId";"AgentName";"MobileURL";"PlotArea";"Postcode";"Products";"URL";"SalesStatus";"WGS84_X";"WGS84_Y";"LivingArea";"City";"PropertyType"
3 maanden;11;Oude Molstraat 36;3790034;NA;0;Redres;http://m.funda.nl/obj.aspx?goi=3790034;547;2513BB;list();http://www.funda.nl/koop/den-haag/huis-94690942-oude-molstraat-36/;StatusBeschikbaar;4.306808;52.07944;1151;Den Haag;woonhuis
3 maanden;3;De Heemstraat 158 A;3788527;167500;0;Euro-House o.g.;http://m.funda.nl/obj.aspx?goi=3788527;100;2525EN;list();http://www.funda.nl/koop/den-haag/appartement-94688435-de-heemstraat-158-a/;StatusBeschikbaar;4.299284;52.0666;116;Den Haag;appartement
3 maanden;5;Miamihof 2;3786878;279000;0;Roeth Vastgoed Makelaardij o.g.;http://m.funda.nl/obj.aspx?goi=3786878;NA;2548JB;list();http://www.funda.nl/koop/den-haag/huis-94686786-miamihof-2/;StatusBeschikbaar;4.284579;52.03045;152;Den Haag;woonhuis
3 maanden;4;Convivastraat 84;3786222;167000;0;NULL;http://m.funda.nl/obj.aspx?goi=3786222;63;2522XK;list();http://www.funda.nl/koop/den-haag/appartement-94686130-convivastraat-84/;StatusBeschikbaar;4.325692;52.06143;72;Den Haag;appartement
3 maanden;5;Marktweg 287;3786221;132000;0;NULL;http://m.funda.nl/obj.aspx?goi=3786221;85;2525JH;list();http://www.funda.nl/koop/den-haag/appartement-94686139-marktweg-287/;StatusBeschikbaar;4.29534;52.05986;85;Den Haag;appartement
3 maanden;4;Nunspeetlaan 8;3786220;141500;0;NULL;http://m.funda.nl/obj.aspx?goi=3786220;60;2573HG;list();http://www.funda.nl/koop/den-haag/appartement-94686138-nunspeetlaan-8/;StatusBeschikbaar;4.28477;52.06884;80;Den Haag;appartement
3 maanden;4;Wolfhezestraat 115;3786219;122500;0;NULL;http://m.funda.nl/obj.aspx?goi=3786219;80;2573NV;list();http://www.funda.nl/koop/den-haag/appartement-94686127-wolfhezestraat-115/;StatusBeschikbaar;4.280463;52.06741;75;Den Haag;appartement
3 maanden;4;Cornelie van Zantenstraat 218;3786218;147500;0;NULL;http://m.funda.nl/obj.aspx?goi=3786218;76;2551PR;list();http://www.funda.nl/koop/den-haag/appartement-94686126-cornelie-van-zantenstraat-218/;StatusBeschikbaar;4.234695;52.05757;76;Den Haag;appartement
3 maanden;4;Valkenboslaan 301 A;3786217;229000;0;NULL;http://m.funda.nl/obj.aspx?goi=3786217;170;2563CZ;list();http://www.funda.nl/koop/den-haag/appartement-94686125-valkenboslaan-301-a/;StatusBeschikbaar;4.27529;52.06993;170;Den Haag;appartement
3 maanden;4;Valkenboslaan 303;3786216;229000;0;NULL;http://m.funda.nl/obj.aspx?goi=3786216;170;2563CZ;list();http://www.funda.nl/koop/den-haag/appartement-94686124-valkenboslaan-303/;StatusBeschikbaar;4.275361;52.06984;170;Den Haag;appartement
3 maanden;4;Herman Costerstraat 365;3783537;129000;0;NULL;http://m.funda.nl/obj.aspx?goi=3783537;NA;2571PM;list();http://www.funda.nl/koop/den-haag/appartement-94683445-herman-costerstraat-365/;StatusBeschikbaar;4.29862;52.0644;75;Den Haag;appartement
3 maanden;4;Vreeswijkstraat 785;3780128;132000;0;AXA Makelaardij;http://m.funda.nl/obj.aspx?goi=3780128;75;2546AV;list();http://www.funda.nl/koop/den-haag/appartement-94680036-vreeswijkstraat-785/;StatusBeschikbaar;4.270559;52.05473;75;Den Haag;appartement
3 maanden;3;Pasteurstraat 294;3780127;134500;0;AXA Makelaardij;http://m.funda.nl/obj.aspx?goi=3780127;75;2522RT;list();http://www.funda.nl/koop/den-haag/appartement-94680035-pasteurstraat-294/;StatusBeschikbaar;4.331458;52.06041;75;Den Haag;appartement
3 maanden;6;Valkenboslaan 70;3780125;NA;0;AXA Makelaardij;http://m.funda.nl/obj.aspx?goi=3780125;135;2563CM;list();http://www.funda.nl/koop/den-haag/appartement-94680033-valkenboslaan-70/;StatusBeschikbaar;4.275767;52.07645;135;Den Haag;appartement
3 maanden;4;Leyweg 88 B;3773279;147500;0;Euro-House o.g.;http://m.funda.nl/obj.aspx?goi=3773279;83;2545CR;list();http://www.funda.nl/koop/den-haag/appartement-94673187-leyweg-88-b/;StatusBeschikbaar;4.264202;52.05934;83;Den Haag;appartement
4 maanden;4;Velpsestraat 160;3751673;119500;0;Roeth Vastgoed Makelaardij o.g.;http://m.funda.nl/obj.aspx?goi=3751673;NA;2573SV;list();http://www.funda.nl/koop/den-haag/appartement-94651581-velpsestraat-160/;StatusBeschikbaar;4.28393;52.06335;76;Den Haag;appartement
4 maanden;4;Minckelersstraat 45;3750282;97500;0;NULL;http://m.funda.nl/obj.aspx?goi=3750282;NA;2522CD;list();http://www.funda.nl/koop/den-haag/appartement-94650190-minckelersstraat-45/;StatusBeschikbaar;4.329523;52.06116;62;Den Haag;appartement
4 maanden;4;Beresteinlaan 433;3748753;119000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3748753;NA;2542JL;list();http://www.funda.nl/koop/den-haag/appartement-94648661-beresteinlaan-433/;StatusBeschikbaar;4.256613;52.03976;80;Den Haag;appartement
4 maanden;4;Wezelrade 71 c;3743610;140000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3743610;NA;2544VW;list();http://www.funda.nl/koop/den-haag/appartement-94643528-wezelrade-71-c/;StatusBeschikbaar;4.259235;52.04779;81;Den Haag;appartement
4 maanden;4;Burgemeester Françoisplein 21;3730517;123000;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3730517;70;2552TK;list();http://www.funda.nl/koop/den-haag/appartement-94630425-burgemeester-francoisplein-21/;StatusBeschikbaar;4.243705;52.05441;70;Den Haag;appartement
4 maanden;3;Klimopstraat 69;3725577;219000;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3725577;80;2565VG;list();http://www.funda.nl/koop/den-haag/appartement-94625485-klimopstraat-69/;StatusBeschikbaar;4.26086;52.0738;80;Den Haag;appartement
5 maanden;4;Kritzingerstraat 75 A;3720559;259500;0;De Huizenbemiddelaar Den Haag-Zuid;http://m.funda.nl/obj.aspx?goi=3720559;88;2572XL;list();http://www.funda.nl/koop/den-haag/huis-94620467-kritzingerstraat-75-a/;StatusBeschikbaar;4.291628;52.066;130;Den Haag;woonhuis
5 maanden;4;Nijkerklaan 4;3717636;112500;0;NULL;http://m.funda.nl/obj.aspx?goi=3717636;NA;2573BB;list();http://www.funda.nl/koop/den-haag/appartement-94617544-nijkerklaan-4/;StatusBeschikbaar;4.28451;52.0642;82;Den Haag;appartement
5 maanden;3;Hobbemastraat 372;3706713;182500;0;De Huizenbemiddelaar Den Haag-Zuid;http://m.funda.nl/obj.aspx?goi=3706713;NA;2526JX;list();http://www.funda.nl/koop/den-haag/appartement-94606621-hobbemastraat-372/;StatusBeschikbaar;4.298749;52.06712;90;Den Haag;appartement
5 maanden;4;Dierenselaan 52;3696244;116000;0;NULL;http://m.funda.nl/obj.aspx?goi=3696244;NA;2573KJ;list();http://www.funda.nl/koop/den-haag/appartement-94596152-dierenselaan-52/;StatusBeschikbaar;4.28551;52.0667;70;Den Haag;appartement
6+ maanden;3;Burgemeester Françoisplein 17;3689970;119500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3689970;70;2552TK;list();http://www.funda.nl/koop/den-haag/appartement-94589888-burgemeester-francoisplein-17/;StatusBeschikbaar;4.243628;52.05453;70;Den Haag;appartement
6+ maanden;4;Hengelolaan 1078;3686961;135000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3686961;NA;2544GN;list();http://www.funda.nl/koop/den-haag/appartement-94586879-hengelolaan-1078/;StatusBeschikbaar;4.257646;52.04132;85;Den Haag;appartement
6+ maanden;3;Koningin Emmakade 86;3683748;189500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3683748;65;2518RM;list();http://www.funda.nl/koop/den-haag/appartement-94583656-koningin-emmakade-86/;StatusBeschikbaar;4.290643;52.07932;65;Den Haag;appartement
6+ maanden;4;Garderenstraat 9;3666739;130000;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3666739;110;2573VW;list();http://www.funda.nl/koop/den-haag/appartement-94566647-garderenstraat-9/;StatusBeschikbaar;4.287699;52.06172;80;Den Haag;appartement
6+ maanden;3;Palaceplein 215;3661068;315000;0;NULL;http://m.funda.nl/obj.aspx?goi=3661068;NA;2587WL;list();http://www.funda.nl/koop/den-haag/appartement-94561976-palaceplein-215/;StatusBeschikbaar;4.28461;52.1132;105;Den Haag;appartement
6+ maanden;3;Zuiderparklaan 224;3658724;124500;0;NULL;http://m.funda.nl/obj.aspx?goi=3658724;NA;2574HV;list();http://www.funda.nl/koop/den-haag/appartement-94558632-zuiderparklaan-224/;StatusBeschikbaar;4.279467;52.0658;82;Den Haag;appartement
6+ maanden;NA;De la Reyweg 434;3655186;209000;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3655186;NA;2571GK;list();http://www.funda.nl/koop/den-haag/appartement-94555094-de-la-reyweg-434/;StatusBeschikbaar;4.290123;52.06342;95;Den Haag;appartement
6+ maanden;5;Stoeldraaiersgaarde 3;3651377;229500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3651377;45;2542EN;list();http://www.funda.nl/koop/den-haag/huis-94551285-stoeldraaiersgaarde-3/;StatusBeschikbaar;4.268903;52.03683;112;Den Haag;woonhuis
6+ maanden;4;Thijssestraat 329;3648850;159000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3648850;NA;2521ZH;list();http://www.funda.nl/koop/den-haag/appartement-94548768-thijssestraat-329/;StatusBeschikbaar;4.319602;52.0624;87;Den Haag;appartement
6+ maanden;5;Loosduinsekade 433;3648848;165000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3648848;NA;2571CJ;list();http://www.funda.nl/koop/den-haag/appartement-94548756-loosduinsekade-433/;StatusBeschikbaar;4.27289;52.0673;97;Den Haag;appartement
6+ maanden;4;Vaillantlaan 383;3648800;162500;0;Euro-House o.g.;http://m.funda.nl/obj.aspx?goi=3648800;90;2526AA;list();http://www.funda.nl/koop/den-haag/appartement-94548718-vaillantlaan-383/;StatusBeschikbaar;4.306813;52.06479;102;Den Haag;appartement
6+ maanden;5;Thijssestraat 28;3648776;296000;0;Euro-House o.g.;http://m.funda.nl/obj.aspx?goi=3648776;107;2521ZL;list();http://www.funda.nl/koop/den-haag/huis-94548684-thijssestraat-28/;StatusBeschikbaar;4.321799;52.06279;150;Den Haag;woonhuis
6+ maanden;3;Medemblikstraat 94;3644254;125000;0;NULL;http://m.funda.nl/obj.aspx?goi=3644254;NA;2547HA;list();http://www.funda.nl/koop/den-haag/appartement-94544162-medemblikstraat-94/;StatusBeschikbaar;4.268324;52.06446;60;Den Haag;appartement
6+ maanden;4;Harderwijkstraat 292;3641181;129000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3641181;NA;2573ZV;list();http://www.funda.nl/koop/den-haag/appartement-94541099-harderwijkstraat-292/;StatusBeschikbaar;4.28772;52.06221;85;Den Haag;appartement
6+ maanden;3;Govert Bidloostraat 72;3637250;140000;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3637250;75;2563XH;list();http://www.funda.nl/koop/den-haag/appartement-94537168-govert-bidloostraat-72/;StatusBeschikbaar;4.27304;52.0739;75;Den Haag;appartement
6+ maanden;4;Werkhovenstraat 60;3637243;127500;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3637243;NA;2546VH;list();http://www.funda.nl/koop/den-haag/appartement-94537151-werkhovenstraat-60/;StatusBeschikbaar;4.274324;52.05932;75;Den Haag;appartement
6+ maanden;3;Verheeskade 381;3637233;173000;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3637233;NA;2521DE;list();http://www.funda.nl/koop/den-haag/appartement-94537141-verheeskade-381/;StatusBeschikbaar;4.316792;52.06258;88;Den Haag;appartement
6+ maanden;5;Smientstraat 7;3637218;275000;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3637218;NA;2492PB;list();http://www.funda.nl/koop/den-haag/huis-94537126-smientstraat-7/;StatusBeschikbaar;4.413298;52.06583;125;Den Haag;woonhuis
6+ maanden;2;Elisabeth Brugsmaweg 1;3637153;102900;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3637153;NA;2555SC;list();http://www.funda.nl/koop/den-haag/appartement-94537061-elisabeth-brugsmaweg-1/;StatusBeschikbaar;4.243122;52.06707;45;Den Haag;appartement
6+ maanden;2;Elisabeth Brugsmaweg 1 304;3637136;117500;0;Weghuis Makelaars;http://m.funda.nl/obj.aspx?goi=3637136;NA;2555SC;list();http://www.funda.nl/koop/den-haag/appartement-94537044-elisabeth-brugsmaweg-1-304/;StatusBeschikbaar;4.243122;52.06707;45;Den Haag;appartement
6+ maanden;4;Hoefkade 949;3636808;116500;0;Euro-House o.g.;http://m.funda.nl/obj.aspx?goi=3636808;70;2525HE;list();http://www.funda.nl/koop/den-haag/appartement-94536716-hoefkade-949/;StatusBeschikbaar;4.296508;52.06084;70;Den Haag;appartement
6+ maanden;3;Leyweg 641;3634491;99500;0;NULL;http://m.funda.nl/obj.aspx?goi=3634491;75;2545GK;list();http://www.funda.nl/koop/den-haag/appartement-94534309-leyweg-641/;StatusBeschikbaar;4.276163;52.04827;75;Den Haag;appartement
6+ maanden;5;Wesselsstraat 8;3634489;280000;0;NULL;http://m.funda.nl/obj.aspx?goi=3634489;120;2572SG;list();http://www.funda.nl/koop/den-haag/appartement-94534397-wesselsstraat-8/;StatusBeschikbaar;4.295789;52.06668;120;Den Haag;appartement
6+ maanden;3;Beetsstraat 169;3634486;180000;0;NULL;http://m.funda.nl/obj.aspx?goi=3634486;95;2524PN;list();http://www.funda.nl/koop/den-haag/appartement-94534394-beetsstraat-169/;StatusBeschikbaar;4.310803;52.05114;95;Den Haag;appartement
6+ maanden;3;Rijswijkse Landingslaan 134;3633723;209000;0;Roeth Vastgoed Makelaardij o.g.;http://m.funda.nl/obj.aspx?goi=3633723;NA;2497TD;list();http://www.funda.nl/koop/den-haag/appartement-94533631-rijswijkse-landingslaan-134/;StatusBeschikbaar;4.36306;52.0343;94;Den Haag;appartement
6+ maanden;4;Hoefkade 1356;3630308;140000;0;NULL;http://m.funda.nl/obj.aspx?goi=3630308;NA;2525HM;list();http://www.funda.nl/koop/den-haag/appartement-94530216-hoefkade-1356/;StatusBeschikbaar;4.299223;52.06163;73;Den Haag;appartement
6+ maanden;4;Harderwijkstraat 159;3626133;127500;0;NULL;http://m.funda.nl/obj.aspx?goi=3626133;NA;2573ZD;list();http://www.funda.nl/koop/den-haag/appartement-94526041-harderwijkstraat-159/;StatusBeschikbaar;4.285066;52.06371;74;Den Haag;appartement
6+ maanden;4;Kootwijkstraat 20;3615672;125000;0;NULL;http://m.funda.nl/obj.aspx?goi=3615672;NA;2573XP;list();http://www.funda.nl/koop/den-haag/appartement-94515580-kootwijkstraat-20/;StatusBeschikbaar;4.283063;52.06739;74;Den Haag;appartement
6+ maanden;4;Jan van Rodestraat 45;3605828;128000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3605828;NA;2531XP;list();http://www.funda.nl/koop/den-haag/appartement-94505736-jan-van-rodestraat-45/;StatusBeschikbaar;4.296825;52.05716;80;Den Haag;appartement
6+ maanden;8;Ferdinand Bolstraat 115;3595034;259500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3595034;105;2525XL;list();http://www.funda.nl/koop/den-haag/huis-94495942-ferdinand-bolstraat-115/;StatusBeschikbaar;4.309944;52.06318;152;Den Haag;woonhuis
6+ maanden;3;Hattemlaan 102;3593409;99500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3593409;75;2573WP;list();http://www.funda.nl/koop/den-haag/appartement-94493317-hattemlaan-102/;StatusBeschikbaar;4.290426;52.06108;75;Den Haag;appartement
6+ maanden;4;Huisduinenstraat 26;3593408;169500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3593408;205;2547TC;list();http://www.funda.nl/koop/den-haag/appartement-94493316-huisduinenstraat-26/;StatusBeschikbaar;4.269356;52.06473;85;Den Haag;appartement
6+ maanden;3;Hoefkade 511 A;3581722;162500;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3581722;NA;2525LA;list();http://www.funda.nl/koop/den-haag/appartement-94481630-hoefkade-511-a/;StatusBeschikbaar;4.305729;52.06517;90;Den Haag;appartement
6+ maanden;4;Lopikplein 33;3573855;115000;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3573855;75;2546EM;list();http://www.funda.nl/koop/den-haag/appartement-94473763-lopikplein-33/;StatusBeschikbaar;4.270805;52.05923;75;Den Haag;appartement
6+ maanden;6;Boerenstraat 14;3567694;267000;0;NULL;http://m.funda.nl/obj.aspx?goi=3567694;NA;2572HW;list();http://www.funda.nl/koop/den-haag/huis-94467502-boerenstraat-14/;StatusBeschikbaar;4.297196;52.06486;143;Den Haag;woonhuis
6+ maanden;3;Brandtstraat 83;3567693;109000;0;NULL;http://m.funda.nl/obj.aspx?goi=3567693;NA;2572CC;list();http://www.funda.nl/koop/den-haag/appartement-94467501-brandtstraat-83/;StatusBeschikbaar;4.290732;52.06697;70;Den Haag;appartement
6+ maanden;1;Wagenstraat 126;3563268;NA;0;De Chinese Makelaar;http://m.funda.nl/obj.aspx?goi=3563268;358;2512BA;list();http://www.funda.nl/koop/den-haag/huis-94463176-wagenstraat-126/;StatusBeschikbaar;4.315752;52.0744;358;Den Haag;woonhuis
6+ maanden;8;Herman Costerstraat 417;3563264;399500;0;De Chinese Makelaar;http://m.funda.nl/obj.aspx?goi=3563264;200;2571PP;list();http://www.funda.nl/koop/den-haag/huis-94463172-herman-costerstraat-417/;StatusBeschikbaar;4.299797;52.06325;200;Den Haag;woonhuis
6+ maanden;3;Schimmelweg 415;3563263;170000;0;De Chinese Makelaar;http://m.funda.nl/obj.aspx?goi=3563263;95;2524XB;list();http://www.funda.nl/koop/den-haag/huis-94463171-schimmelweg-415/;StatusBeschikbaar;4.313256;52.05048;95;Den Haag;woonhuis
6+ maanden;3;De Gaarde 394;3563261;129500;0;De Chinese Makelaar;http://m.funda.nl/obj.aspx?goi=3563261;80;2542CS;list();http://www.funda.nl/koop/den-haag/appartement-94463179-de-gaarde-394/;StatusBeschikbaar;4.266776;52.03594;80;Den Haag;appartement
6+ maanden;4;Newtonplein 65;3557325;182500;0;De Huizenbemiddelaar Den Haag-Zuid;http://m.funda.nl/obj.aspx?goi=3557325;NA;2562JX;list();http://www.funda.nl/koop/den-haag/appartement-94457233-newtonplein-65/;StatusBeschikbaar;4.278473;52.07191;90;Den Haag;appartement
6+ maanden;4;Sinjeur Semeynsweg 27;3554484;155000;0;NULL;http://m.funda.nl/obj.aspx?goi=3554484;NA;2524EB;list();http://www.funda.nl/koop/den-haag/appartement-94454392-sinjeur-semeynsweg-27/;StatusBeschikbaar;4.32101;52.0543;73;Den Haag;appartement
6+ maanden;3;Thijssestraat 233;3541999;169500;0;NULL;http://m.funda.nl/obj.aspx?goi=3541999;NA;2521ZG;list();http://www.funda.nl/koop/den-haag/appartement-94441807-thijssestraat-233/;StatusBeschikbaar;4.32027;52.0622;86;Den Haag;appartement
6+ maanden;3;Graskopstraat 12;3535254;159000;0;NULL;http://m.funda.nl/obj.aspx?goi=3535254;NA;2572WX;list();http://www.funda.nl/koop/den-haag/appartement-94435162-graskopstraat-12/;StatusBeschikbaar;4.290504;52.0645;67;Den Haag;appartement
6+ maanden;3;Thijssestraat 351;3532826;155000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3532826;NA;2521ZH;list();http://www.funda.nl/koop/den-haag/appartement-94432734-thijssestraat-351/;StatusBeschikbaar;4.319602;52.0624;90;Den Haag;appartement
6+ maanden;4;Otterrade 58;3513440;86500;0;NULL;http://m.funda.nl/obj.aspx?goi=3513440;75;2544JC;list();http://www.funda.nl/koop/den-haag/appartement-94413358-otterrade-58/;StatusBeschikbaar;4.262254;52.04518;72;Den Haag;appartement
6+ maanden;4;De la Reyweg 635;3505580;115000;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3505580;NA;2571ER;list();http://www.funda.nl/koop/den-haag/appartement-94405498-de-la-reyweg-635/;StatusBeschikbaar;4.290365;52.06212;80;Den Haag;appartement
6+ maanden;4;Hattemlaan 73;3505579;118500;0;Minor Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3505579;NA;2573WH;list();http://www.funda.nl/koop/den-haag/appartement-94405487-hattemlaan-73/;StatusBeschikbaar;4.28957;52.06112;102;Den Haag;appartement
6+ maanden;3;Wolvenrade 219;3505574;120000;0;NULL;http://m.funda.nl/obj.aspx?goi=3505574;75;2544VM;list();http://www.funda.nl/koop/den-haag/appartement-94405482-wolvenrade-219/;StatusBeschikbaar;4.262062;52.04453;72;Den Haag;appartement
6+ maanden;3;Meppelweg 745;3503270;119500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3503270;80;2544AT;list();http://www.funda.nl/koop/den-haag/appartement-94403188-meppelweg-745/;StatusBeschikbaar;4.264242;52.05118;80;Den Haag;appartement
6+ maanden;5;Wognumstraat 102;3498097;169500;0;Van der Post Makelaars;http://m.funda.nl/obj.aspx?goi=3498097;155;2547TS;list();http://www.funda.nl/koop/den-haag/appartement-94398905-wognumstraat-102/;StatusBeschikbaar;4.269909;52.06343;100;Den Haag;appartement
6+ maanden;4;Zuiderparklaan 155;3498094;125000;0;NULL;http://m.funda.nl/obj.aspx?goi=3498094;NA;2574HE;list();http://www.funda.nl/koop/den-haag/appartement-94398902-zuiderparklaan-155/;StatusBeschikbaar;4.277892;52.06662;61;Den Haag;appartement
6+ maanden;4;Hoefkade 1242;3498092;115000;0;NULL;http://m.funda.nl/obj.aspx?goi=3498092;NA;2525HK;list();http://www.funda.nl/koop/den-haag/appartement-94398900-hoefkade-1242/;StatusBeschikbaar;4.300847;52.06236;75;Den Haag;appartement
6+ maanden;3;Nunspeetlaan 512;3498091;140000;0;NULL;http://m.funda.nl/obj.aspx?goi=3498091;220;2573GX;list();http://www.funda.nl/koop/den-haag/appartement-94398909-nunspeetlaan-512/;StatusBeschikbaar;4.288749;52.06232;72;Den Haag;appartement
6+ maanden;2;Het Kleine Loo 146;3494807;81000;0;NULL;http://m.funda.nl/obj.aspx?goi=3494807;NA;2592CH;list();http://www.funda.nl/koop/den-haag/appartement-94394715-het-kleine-loo-146/;StatusBeschikbaar;4.353209;52.08963;48;Den Haag;appartement
6+ maanden;4;Van Zeggelenlaan 177;3490539;109500;0;NULL;http://m.funda.nl/obj.aspx?goi=3490539;NA;2524AE;list();http://www.funda.nl/koop/den-haag/appartement-94390447-van-zeggelenlaan-177/;StatusBeschikbaar;4.316321;52.05554;80;Den Haag;appartement
6+ maanden;4;De Heemstraat 338;3490538;87000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490538;NA;2525ET;list();http://www.funda.nl/koop/den-haag/appartement-94390446-de-heemstraat-338/;StatusBeschikbaar;4.300546;52.06411;80;Den Haag;appartement
6+ maanden;3;Zuiderparklaan 355;3490537;119500;0;NULL;http://m.funda.nl/obj.aspx?goi=3490537;NA;2574GD;list();http://www.funda.nl/koop/den-haag/appartement-94390445-zuiderparklaan-355/;StatusBeschikbaar;4.280367;52.06379;75;Den Haag;appartement
6+ maanden;3;Escamplaan 72;3490536;119000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490536;NA;2547GJ;list();http://www.funda.nl/koop/den-haag/appartement-94390444-escamplaan-72/;StatusBeschikbaar;4.277664;52.06462;65;Den Haag;appartement
6+ maanden;4;Capadosestraat 154;3490535;135000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490535;NA;2523AJ;list();http://www.funda.nl/koop/den-haag/appartement-94390443-capadosestraat-154/;StatusBeschikbaar;4.317466;52.05762;75;Den Haag;appartement
6+ maanden;5;Beeklaan 103;3490533;319000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490533;NA;2562AC;list();http://www.funda.nl/koop/den-haag/appartement-94390441-beeklaan-103/;StatusBeschikbaar;4.282632;52.07277;180;Den Haag;appartement
6+ maanden;8;Terwestenstraat 94;3490532;257500;0;NULL;http://m.funda.nl/obj.aspx?goi=3490532;NA;2525GJ;list();http://www.funda.nl/koop/den-haag/huis-94390440-terwestenstraat-94/;StatusBeschikbaar;4.302021;52.06568;150;Den Haag;woonhuis
6+ maanden;6;Ellekomstraat 3;3490529;350000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490529;NA;2573XA;list();http://www.funda.nl/koop/den-haag/huis-94390437-ellekomstraat-3/;StatusBeschikbaar;4.287155;52.06641;175;Den Haag;woonhuis
6+ maanden;4;Monstersestraat 150;3490528;125000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490528;NA;2512PD;list();http://www.funda.nl/koop/den-haag/appartement-94390436-monstersestraat-150/;StatusBeschikbaar;4.2944;52.07;85;Den Haag;appartement
6+ maanden;4;Rijswijkseweg 325;3490527;123000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490527;NA;2516HG;list();http://www.funda.nl/koop/den-haag/appartement-94390435-rijswijkseweg-325/;StatusBeschikbaar;4.331901;52.06195;85;Den Haag;appartement
6+ maanden;4;Troelstrakade 217;3490525;119000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490525;NA;2531AD;list();http://www.funda.nl/koop/den-haag/appartement-94390433-troelstrakade-217/;StatusBeschikbaar;4.296934;52.05772;80;Den Haag;appartement
6+ maanden;3;Deimanstraat 232;3490524;109000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490524;NA;2522BR;list();http://www.funda.nl/koop/den-haag/appartement-94390432-deimanstraat-232/;StatusBeschikbaar;4.332314;52.0615;80;Den Haag;appartement
6+ maanden;3;Deimanstraat 262;3490523;109000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490523;NA;2522BS;list();http://www.funda.nl/koop/den-haag/appartement-94390431-deimanstraat-262/;StatusBeschikbaar;4.332505;52.0613;80;Den Haag;appartement
6+ maanden;4;Nunspeetlaan 352;3490517;127500;0;NULL;http://m.funda.nl/obj.aspx?goi=3490517;NA;2573GR;list();http://www.funda.nl/koop/den-haag/appartement-94390425-nunspeetlaan-352/;StatusBeschikbaar;4.287335;52.06414;85;Den Haag;appartement
6+ maanden;4;Hoefkade 1484;3490516;115500;0;NULL;http://m.funda.nl/obj.aspx?goi=3490516;NA;2525HR;list();http://www.funda.nl/koop/den-haag/appartement-94390424-hoefkade-1484/;StatusBeschikbaar;4.296406;52.06058;70;Den Haag;appartement
6+ maanden;3;Melis Stokelaan 1720;3490515;110000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490515;NA;2541EZ;list();http://www.funda.nl/koop/den-haag/appartement-94390423-melis-stokelaan-1720/;StatusBeschikbaar;4.274597;52.0433;70;Den Haag;appartement
6+ maanden;3;De Heemstraat 218;3490514;92000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490514;NA;2525ER;list();http://www.funda.nl/koop/den-haag/appartement-94390422-de-heemstraat-218/;StatusBeschikbaar;4.299576;52.0651;80;Den Haag;appartement
6+ maanden;4;Spionkopstraat 26;3490512;115000;0;NULL;http://m.funda.nl/obj.aspx?goi=3490512;NA;2572NM;list();http://www.funda.nl/koop/den-haag/appartement-94390420-spionkopstraat-26/;StatusBeschikbaar;4.296192;52.06115;70;Den Haag;appartement
